year,event_date_start,event_date_end,province,municipality,commodity,disaster_type_raw,disaster_category,disaster_name,area_partially_damaged_ha,area_totally_damaged_ha,area_total_affected_ha,farmers_affected,losses_php_production_cost,losses_php_farm_gate,losses_php_grand_total,sanitation_remarks,source_row_number,error_reason
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CITY OF VICTORIAS,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,69.95,0.0,69.95,0.0,308610.0,2332400.0,0.0,Parsed as a single day event.,933,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CAUAYAN,CORN,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,5.6,0.0,5.6,0.0,0.0,63000.0,0.0,Parsed as a single day event.,935,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,CORN,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,0.0,1.0,1.0,0.0,0.0,45000.0,0.0,Parsed as a single day event.,936,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CADIZ,CORN,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,0.0,1.0,1.0,0.0,12000.0,0.0,0.0,Parsed as a single day event.,937,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,HINIGARAN,CORN,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,0.3,0.0,0.3,0.0,1350.0,0.0,0.0,Parsed as a single day event.,938,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CITY OF SIPALAY,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,15000.0,0.0,15000.0,0.0,0.0,337500.0,0.0,Parsed as a single day event.,939,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,50.0,75.0,125.0,0.0,0.0,65000.0,0.0,Parsed as a single day event.,940,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CITY OF VICTORIAS,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,0.0,175.0,175.0,0.0,0.0,105000.0,0.0,Parsed as a single day event.,941,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,CADIZ,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,124.79,0.0,124.79,0.0,0.0,1399448.0,0.0,Parsed as a single day event.,942,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,HINIGARAN,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,4.8,4.85,9.65,0.0,0.0,1280150.0,0.0,Parsed as a single day event.,943,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,VALLADOLID,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,5.0,0.0,5.0,0.0,0.0,220900.0,0.0,Parsed as a single day event.,944,Missing or zero Grand Total for PHP loss.
2014,2014-12-29,2014-12-29,NEGROS OCCIDENTAL,PULUPANDAN,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY SENIANG 2014 INDUCED FLOODING,2.65,7.89,10.54,0.0,0.0,1815725.0,0.0,Parsed as a single day event.,945,Missing or zero Grand Total for PHP loss.
2017,2017-12-31,2018-01-01,CAPIZ,TAPAZ,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2017 INDUCED FLOODING,47.62,4.8,52.419999999999995,61.0,0.0,0.0,0.0,Parsed as a standard date range.,1129,Missing or zero Grand Total for PHP loss.
2017,2017-12-31,2018-01-01,CAPIZ,IVISAN,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2017 INDUCED FLOODING,58.0,0.0,58.0,79.0,0.0,0.0,0.0,Parsed as a standard date range.,1132,Missing or zero Grand Total for PHP loss.
2017,2017-12-31,2018-01-01,CAPIZ,DAO,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2017 INDUCED FLOODING,0.0,2715.0,2715.0,3165.0,0.0,0.0,0.0,Parsed as a standard date range.,1134,Missing or zero Grand Total for PHP loss.
2017,2017-12-31,2018-01-01,CAPIZ,MA-AYON,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2017 INDUCED FLOODING,487.0,1135.0,1622.0,1290.0,0.0,0.0,0.0,Parsed as a standard date range.,1139,Missing or zero Grand Total for PHP loss.
2019,2019-12-24,2019-12-26,GUIMARAS,,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY URSULA 2019 INDUCED FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1579,Missing or zero Grand Total for PHP loss.
2019,2019-12-24,2019-12-26,NEGROS OCCIDENTAL,DON SALVADOR BENEDICTO,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY URSULA 2019 INDUCED FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1657,Missing or zero Grand Total for PHP loss.
2019,2019-12-24,2019-12-26,NEGROS OCCIDENTAL,CADIZ,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY URSULA 2019 INDUCED FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1661,Missing or zero Grand Total for PHP loss.
2019,2019-12-24,2019-12-26,NEGROS OCCIDENTAL,LA CASTELLANA,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY URSULA 2019 INDUCED FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1673,Missing or zero Grand Total for PHP loss.
2020,2020-08-08,2020-08-10,ANTIQUE,TIBIAO,RICE,FLOODING / TYPHOON / DRY SPELL,SOUTHWEST MONSOON,ENHANCED SOUTHWEST MONSOON,8.05,0.0,8.05,14.0,0.0,52325.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1679,Missing or zero Grand Total for PHP loss.
2020,2020-08-08,2020-08-10,ANTIQUE,HAMTIC,RICE,FLOODING / TYPHOON / DRY SPELL,SOUTHWEST MONSOON,ENHANCED SOUTHWEST MONSOON,28.12,0.0,28.12,37.0,0.0,744672.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1680,Missing or zero Grand Total for PHP loss.
2020,2020-09-14,2020-09-14,ILOILO,DINGLE,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TS LEON 2020 INDUCED FLOODING,197.5,1.75,199.5,226.0,43750.0,4021030.0,4064780.0,Parsed from a native Excel date format.,1704,Area inconsistency: Partial(197.5) + Totally(1.75) != Total(199.5).
2020,2020-10-23,2020-10-26,ILOILO,DINGLE,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY QUINTA 2020 INDUCED FLOODING,168.85,201.35,210.1,452.0,4112251.31,0.0,4112251.31,"Parsed from 'Month Day-Day, Year' format.",1745,Area inconsistency: Partial(168.85) + Totally(201.35) != Total(210.1).
2020,2020-10-23,2020-10-26,NEGROS OCCIDENTAL,HINIGARAN,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY QUINTA 2020 INDUCED FLOODING,0.0,5.8,283.37,325.0,3307535.0,200096.0,3507631.0,"Parsed from 'Month Day-Day, Year' format.",1785,Area inconsistency: Partial(0.0) + Totally(5.8) != Total(283.37).
2020,2020-12-02,2020-12-02,ILOILO,BANATE,RICE,FLOODING / TYPHOON / DRY SPELL,ITCZ,FRONTAL SYSTEM (TAIL-END) INDUCED FLOODING,77.0,0.0,80.71,69.0,209023.9,1846910.0,2055933.9,Parsed from a native Excel date format.,1788,Area inconsistency: Partial(77.0) + Totally(0.0) != Total(80.71).
2021,2021-01-08,2021-01-18,CAPIZ,PANITAN,CORN,FLOODING / TYPHOON / DRY SPELL,ITCZ,FRONTAL SYSTEM (TAIL-END) INDUCED FLASH FLOODING,40.0,0.0,40.0,0.0,600000.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1824,Missing or zero Grand Total for PHP loss.
2021,2021-01-08,2021-01-18,NEGROS OCCIDENTAL,CITY OF TALISAY,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,ITCZ,FRONTAL SYSTEM (TAIL-END) INDUCED FLASH FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1846,Missing or zero Grand Total for PHP loss.
2021,2021-01-08,2021-01-18,NEGROS OCCIDENTAL,CITY OF VICTORIAS,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,ITCZ,FRONTAL SYSTEM (TAIL-END) INDUCED FLASH FLOODING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",1849,Missing or zero Grand Total for PHP loss.
2021,2021-07-01,2021-08-31,ILOILO,JANIUAY,RICE,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,1391.67,1.0,1391.67,1814.0,1800681.5,26527188.8,28327870.3,Parsed from month-only range; assumed full month coverage.,1938,Area inconsistency: Partial(1391.67) + Totally(1.0) != Total(1391.67).
2021,2021-09-06,2021-09-08,AKLAN,MALAY,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY JOLINA 2021 INDUCED FLOODING,6.52,2.43,5.13,18.0,0.0,295394.4,295394.4,"Parsed from 'Month Day-Day, Year' format.",1965,Area inconsistency: Partial(6.52) + Totally(2.43) != Total(5.13).
2021,2021-12-16,2021-12-18,AKLAN,TANGALAN,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,0.72027972027972,0.0,0.72027972027972,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2408,Missing or zero Grand Total for PHP loss.
2021,2021-12-16,2021-12-18,ANTIQUE,SAN JOSE,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,1.3986013986014,0.0,1.3986013986014,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2414,Missing or zero Grand Total for PHP loss.
2021,2021-12-16,2021-12-18,ANTIQUE,SIBALOM,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,1.3986013986014,0.0,1.3986013986014,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2416,Missing or zero Grand Total for PHP loss.
2021,2021-12-16,2021-12-18,ANTIQUE,TIBIAO,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,0.755244755244755,0.0,0.755244755244755,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2417,Missing or zero Grand Total for PHP loss.
2021,2021-12-16,2021-12-18,ANTIQUE,TOBIAS FORNIER,COCONUT,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,1.74825174825175,0.0,1.74825174825175,0.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2418,Missing or zero Grand Total for PHP loss.
2021,2021-12-16,2021-12-18,ILOILO,ESTANCIA,FISHERIES (CAPTURE FISHERIES),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TY ODETTE 2021 INDUCED FLOODING,0.0,0.0,103.0,103.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2472,Missing or zero Grand Total for PHP loss.
2022,2022-04-09,2022-04-13,AKLAN,KALIBO,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2022 INDUCED FLOODING,0.0,0.0,0.0,20.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2590,Missing or zero Grand Total for PHP loss.
2022,2022-04-09,2022-04-13,ILOILO,SAN DIONISIO,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,TD AGATON 2022 INDUCED FLOODING,0.0,0.0,121.6,9.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",2817,Missing or zero Grand Total for PHP loss.
2022,2022-10-01,2022-12-31,GUIMARAS,BUENAVISTA,LIVESTOCK AND POULTRY,DISEASE,SWINE FEVER,AFRICAN SWINE FEVER (DEPOPULATED),0.0,0.0,21.0,10.0,0.0,0.0,0.0,Start date assumed as 1st of month. End date assumed as last day of month.,2883,Missing or zero Grand Total for PHP loss.
2023,2023-01-01,2023-11-10,GUIMARAS,BUENAVISTA,LIVESTOCK AND POULTRY,DISEASE,SWINE FEVER,AFRICAN SWINE FEVER (DEPOPULATED),0.0,0.0,117.0,10.0,0.0,0.0,0.0,Parsed as a standard date range.,2948,Missing or zero Grand Total for PHP loss.
2022,2022-10-26,2022-10-30,GUIMARAS,BUENAVISTA,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.24,0.03,0.26,15.0,1680.0,157625.0,159305.0,"Parsed from 'Month Day-Day, Year' format.",3199,Area inconsistency: Partial(0.24) + Totally(0.03) != Total(0.26).
2022,2022-10-26,2022-10-30,NEGROS OCCIDENTAL,CALATRAVA,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",3407,Missing or zero Grand Total for PHP loss.
2022,2022-10-26,2022-10-30,NEGROS OCCIDENTAL,SAN ENRIQUE,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.0,0.0,0.0,4.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",3416,Missing or zero Grand Total for PHP loss.
2022,2022-10-26,2022-10-30,ILOILO,CONCEPCION,FISHERIES (CAPTURE FISHERIES),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.0,0.0,10.0,10.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",3462,Missing or zero Grand Total for PHP loss.
2022,2022-10-26,2022-10-30,NEGROS OCCIDENTAL,HINOBA-AN,FISHERIES (CAPTURE FISHERIES),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.0,0.0,44.0,44.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",3481,Missing or zero Grand Total for PHP loss.
2022,2022-10-26,2022-10-30,NEGROS OCCIDENTAL,SAN ENRIQUE,FISHERIES (CAPTURE FISHERIES),FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS PAENG 2022 (TROUGH) INDUCED FLOODING,0.0,0.0,5.0,5.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",3487,Missing or zero Grand Total for PHP loss.
2023,2023-07-24,2023-07-26,ILOILO,CITY OF ILOILO,HVC,FLOODING / TYPHOON / DRY SPELL,SOUTHWEST MONSOON,SOUTHWEST MONSOON/TY EGAY 2023 (TROUGH) INDUCED FLOODING,0.49,6.91,7.39,98.0,370545.0,333750.0,704295.0,"Parsed from 'Month Day-Day, Year' format.",3690,Area inconsistency: Partial(0.49) + Totally(6.91) != Total(7.39).
2023,2023-10-05,2024-06-05,CAPIZ,DUMALAG,RICE,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,171.0,325.0,496.85,576.0,0.0,42554968.0,42554968.0,Parsed as a standard date range.,3995,Area inconsistency: Partial(171.0) + Totally(325.0) != Total(496.85).
2023,2023-10-05,2024-06-05,AKLAN,BURUANGA,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,0.0,0.0,1.34,25.0,0.0,0.0,0.0,Parsed as a standard date range.,4206,Missing or zero Grand Total for PHP loss.
2023,2023-10-05,2024-06-05,ANTIQUE,LAUA-AN,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,0.0,0.0,0.0,96.0,0.0,0.0,0.0,Parsed as a standard date range.,4213,Missing or zero Grand Total for PHP loss.
2023,2023-10-05,2024-06-05,GUIMARAS,NUEVA VALENCIA,FISHERIES (AQUACULTURE),FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,0.0,0.0,9.25,6.0,0.0,0.0,0.0,Parsed as a standard date range.,4227,Missing or zero Grand Total for PHP loss.
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,RICE,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,150.06,39.79,189.85,294.0,1449689.5,7191078.34,8640767.84,Invalid end month name,4260,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,CORN,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,15.95,24.35,45.34,129.0,999360.71,0.0,999360.71,Invalid end month name,4261,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name); Area inconsistency: Partial(15.95) + Totally(24.35) != Total(45.34)."
2024,,,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,CORN,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,0.0,2.52,2.52,21.0,50400.0,0.0,50400.0,Invalid end month name,4262,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,HVC,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,730.38,195.46,925.84,1138.0,2917200.0,177849315.0,180766515.0,Invalid end month name,4263,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF BAGO,HVC,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,94.0,0.0,94.0,137.0,4500.0,14257575.0,14262075.0,Invalid end month name,4264,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,HVC,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,197.4,0.0,197.4,429.0,2498000.0,5955600.0,8453600.0,Invalid end month name,4265,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,CASSAVA,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,17.93,0.0,17.93,22.0,152500.0,674100.0,826600.0,Invalid end month name,4266,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF BAGO,CASSAVA,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,1.1,0.0,1.1,2.0,1500.0,45000.0,46500.0,Invalid end month name,4267,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,CASSAVA,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,8.0,0.0,8.0,17.0,0.0,144000.0,144000.0,Invalid end month name,4268,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF BAGO,LIVESTOCK AND POULTRY,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,0.0,3580.0,3580.0,152.0,0.0,9853448.9,9853448.9,Invalid end month name,4269,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,LIVESTOCK AND POULTRY,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,0.0,21.0,21.0,3.0,0.0,214350.2,214350.2,Invalid end month name,4270,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,LIVESTOCK AND POULTRY,KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,0.0,12764.0,12764.0,1269.0,0.0,14490181.65,14490181.65,Invalid end month name,4271,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,NEGROS OCCIDENTAL,LA CASTELLANA,FISHERIES (AQUACULTURE),KANLAON,VOLCANIC ACTIVITIES,MT. KANLAON,0.0,13690.0,13690.0,35.0,0.0,960750.0,960750.0,Invalid end month name,4272,"Unparseable date: 'June 3, 2024-Present' (Invalid end month name)"
2024,,,AKLAN,MALINAO,RICE,PEST INFESTATION,INSECT INFESTATION,HOPPER BURN,106.21,0.0,106.21,220.0,0.0,1923221.9,1923221.9,,4370,Unparseable date: 'nan'
2024,2024-09-13,2024-09-20,AKLAN,BALETE,CASSAVA,FLOODING / TYPHOON / DRY SPELL,SOUTHWEST MONSOON,SOUTHWEST MONSOON/STS BEBINCA 2024 INDUCED FLOODING,0.2,0.0,0.15,2.0,812.5,7200.0,8012.5,"Parsed from 'Month Day-Day, Year' format.",4540,Area inconsistency: Partial(0.2) + Totally(0.0) != Total(0.15).
2024,2024-10-21,2024-10-28,ILOILO,MIAGAO,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,142.16,89.33,231.48,453.0,13428.57,14308625.0,14322053.57,"Parsed from 'Month Day-Day, Year' format.",4647,Area inconsistency: Partial(142.16) + Totally(89.33) != Total(231.48).
2024,2024-10-21,2024-10-28,NEGROS OCCIDENTAL,HINOBA-AN,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,0.0,0.0,0.0,6.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",4831,Missing or zero Grand Total for PHP loss.
2024,2024-10-21,2024-10-28,NEGROS OCCIDENTAL,MANAPLA,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,0.0,0.0,0.0,8.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",4832,Missing or zero Grand Total for PHP loss.
2024,2024-10-21,2024-10-28,NEGROS OCCIDENTAL,PONTEVEDRA,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",4833,Missing or zero Grand Total for PHP loss.
2024,2024-10-21,2024-10-28,NEGROS OCCIDENTAL,CITY OF SAN CARLOS,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",4836,Missing or zero Grand Total for PHP loss.
2024,2024-10-21,2024-10-28,NEGROS OCCIDENTAL,VALLADOLID,FISHERIES,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS KRISTINE 2024 INDUCED FLOODING,0.0,0.0,0.0,7.0,0.0,0.0,0.0,"Parsed from 'Month Day-Day, Year' format.",4839,Missing or zero Grand Total for PHP loss.
2025,2025-01-07,2025-03-30,ILOILO,TUBUNGAN,RICE,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,LOCALIZED DRY SPELL,276.78,96.11,289.58,896.0,408635.14,19980844.0,20389479.14,Parsed as a standard date range.,4919,Area inconsistency: Partial(276.78) + Totally(96.11) != Total(289.58).
2025,2025-07-16,2025-08-11,NEGROS OCCIDENTAL,ISABELA,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (TROPICAL DEPRESSION)",97.8,100.13,197.92,383.0,9892.35,13427261.52,13437153.87,Parsed as a standard date range.,4972,Area inconsistency: Partial(97.8) + Totally(100.13) != Total(197.92).
2025,2025-07-16,2025-08-11,ILOILO,ZARRAGA,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (TROPICAL DEPRESSION)",114.21,92.59,192.37,225.0,2475727.38,1454876.25,3930603.63,Parsed as a standard date range.,5003,Area inconsistency: Partial(114.21) + Totally(92.59) != Total(192.37).
2025,2025-07-16,2025-08-11,ILOILO,LEGANES,RICE,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (TROPICAL DEPRESSION)",36.95,9.4,51.6,140.0,423206.0,0.0,423206.0,Parsed as a standard date range.,5008,Area inconsistency: Partial(36.95) + Totally(9.4) != Total(51.6).
2025,2025-07-16,2025-08-11,ILOILO,ZARRAGA,HVC,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,"CRISING, DANTE, EMONG, SOUTHWEST MONSOON (TROPICAL DEPRESSION)",1.21,0.6,1.8,26.0,7605.0,543295.2,550900.2,Parsed as a standard date range.,5091,Area inconsistency: Partial(1.21) + Totally(0.6) != Total(1.8).
